HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
8504340000,"Other transformer not specified, having a power handling capacity exceeding 500 kVA",U,5,,,,20/07/2019
8504401000,Uninterruptible power supply (UPS),U,5,,,,08/06/2015
8504402000,Battery chargers,U,5,,,,08/06/2015
8504409000,Other static converters not specified,U,5,,,,08/06/2015
8504501000,Choke coil (chokes),U,5,,,,08/06/2015
8504509000,Other inductors excl. choke coil,U,5,,,,08/06/2015
8504900000,"Parts of Electrical transformers, static converters (eg, rectifiers) and inductors.",KG,5,,,,14/04/2020
8505110000,Permanent magnets and articles intended to become permanent magnets of metal,KG,5,,,,14/04/2020
8505190000,Perm. magnets and article intended to become perm. magnets of any material not specified,KG,5,,,,14/04/2020
8505201000,"Electromagnetic couplings, clutches and brakes for motor vehicles",KG,10,7.5,,,14/04/2020
8505209000,"Electromagnetic couplings, clutches and brakes not for motor vehicles",KG,10,,,,14/04/2020
8505900000,Other Magnets and Electromagnets; including parts,KG,10,7.5,,,14/04/2020
8506101000,R20 (Flashlight and radio batteries),U,20,7.5,,,11/02/2020
8506109000,"Other Manganese dioxide primary cells, not specified",U,20,7.5,,,11/02/2020
8506300000,Primary cells and primary batteries made of Mercuric oxide,U,20,7.5,,,11/02/2020
8506400000,Primary cells and primary batteries made of Silver oxide,U,20,7.5,,,11/02/2020
8506500000,Primary cells and primary batteries made of Lithium,U,20,7.5,,,11/02/2020
8506600000,Primary cells and primary batteries made of Air-zinc,U,20,7.5,,,11/02/2020
8506800000,Other primary cells and primary batteries not specifies,U,20,7.5,,,11/02/2020
8506900000,Parts of Primary cells and primary batteries.,KG,5,7.5,,,14/04/2020
8507100000,"Leadacid, of a kind used for starting piston engines",U,20,7.5,40,,11/02/2020
8507200000,Other lead-acid accumulators not specified,U,20,7.5,,,11/02/2020
8507300000,Nickel-cadmium accumulators,U,20,7.5,,,11/02/2020
8507500000,Nickel-metal hydride accumulators,U,20,7.5,,,11/02/2020
8507600000,Lithium-ion accumulators,U,20,7.5,,,11/02/2020
8507800000,Other accumulators not specified,U,20,7.5,,,11/02/2020
8507900000,Parts of electric accumulators,KG,10,7.5,,,14/04/2020
8508110000,"Vacuum cleaners of a power not exceeding 1,500 W and having a dust bag capacity= <20l",U,20,7.5,,,11/02/2020
8508190000,Other vacuum cleaners with selfcontained electric motor not specified or included.,U,20,7.5,,,11/02/2020
8508600000,Other vacuum cleaners of any type not specified,U,20,7.5,,,11/02/2020
8508700000,Parts Vacuum cleaners.,KG,10,7.5,,,14/04/2020
8509400000,Food grinders and mixers; fruit or vegetable juice extractors,U,20,7.5,,,11/02/2020
8509800000,Other Electromechanical domestic appliance,U,20,7.5,,,11/02/2020
8509900000,"Parts of Electromechanical domestic appliances, with selfcontained electric motor",KG,10,7.5,,,14/04/2020
8510100000,Shavers,U,20,7.5,,,11/02/2020
8510200000,Hair clippers,U,20,7.5,,,11/02/2020
8510300000,Hair-removing appliances,U,20,7.5,,,11/02/2020
8510900000,"Parts of Shavers, hair clippers... with selfcontained electric motor",KG,10,7.5,,,14/04/2020
8511100000,Sparking plugs,U,10,7.5,,,11/02/2020
8511200000,Ignition magnetos; magneto-dynamos; magnetic flywheels,U,10,7.5,,,11/02/2020
8511300000,Distributors; ignition coils,U,10,7.5,,,11/02/2020
8511400000,Starter motors and dual purpose starte-rgenerators,U,10,7.5,,,11/02/2020
8511500000,"Othergenerators (for example, dynamos, alternators)",U,10,7.5,,,11/02/2020
8511800000,"Other equipment (for example, cutout)",U,10,7.5,,,11/02/2020
8511900000,Parts of of article of 85.11,KG,5,7.5,,,14/04/2020
8512100000,Lighting or visual signalling equipment of a kind used on bicycles,U,10,7.5,,,11/02/2020
8512200000,Other lighting or visual signalling equipment,U,10,7.5,,,11/02/2020
8512300000,Sound signalling equipment,U,10,7.5,,,11/02/2020
8512400000,"Windscreen wipers, defrosters and demisters",U,10,7.5,,,11/02/2020
8512900000,Parts of Electrical lighting or signalling equipment used for cycles or motor vehicles.,KG,5,7.5,,,14/04/2020
8513100000,Lamps designed to function by their own source of energy,U,20,7.5,,,11/02/2020
8513900000,Parts of article of heading 85.13,KG,10,7.5,,,14/04/2020
8514110000,-- Hot isostatic presses,U,5,,,,07/01/2022
8514190000,-- Other,U,5,,,,07/01/2022
8514200000,Furnaces and ovens functioning by induction or dielectric loss,U,5,,,,08/06/2015
8514310000,-- Electron beam furnaces,U,5,,,,07/01/2022
8514320000,-- Plasma and vacuum arc furnaces,U,5,,,,07/01/2022
8514390000,-- Other,U,5,,,,07/01/2022
8514400000,Other equipment for the heat treatment of materials by induction or dielectric loss,U,5,,,,08/06/2015
8514900000,Parts of article of heading 85.14,KG,5,,,,14/04/2020
8515110000,Soldering irons and guns,U,5,,,,08/06/2015
8515190000,Brazing machines and apparatus,U,5,,,,08/06/2015
8515210000,Fully or partly automatic machines and apparatus for resistance welding of metal,U,5,,,,08/06/2015
8515290000,Other non automatic machines and apparatus for resistance welding of metal,U,5,,,,08/06/2015
8515310000,Fully or partly automatic machines and apparatus for arc welding of metals,U,5,,,,08/06/2015
8515390000,Non machines and apparatus for arc (including plasma arc) welding of metals,U,5,,,,08/06/2015
8515800000,Other machines and apparatus for welding of metals,U,5,,,,08/06/2015
8515900000,Parts of article of heading 85.15,KG,5,,,,14/04/2020
8516100000,Electric instantaneous or storage water heaters and immersion heaters,U,20,7.5,,,11/02/2020
8516210000,Storage heating radiators,U,20,7.5,,,11/02/2020
8516290000,Electric space heating and soil heating appar. excl. Storage heating radiators,U,20,7.5,,,11/02/2020
8516310000,Hair dryers,U,20,7.5,,,11/02/2020
8516320000,Other hair-dressing apparatus,U,20,7.5,,,11/02/2020
8516330000,Hand-drying apparatus,U,20,7.5,,,11/02/2020
8516400000,Electric smoothing irons,U,20,7.5,,,11/02/2020
8516500000,Microwave ovens,U,20,7.5,,,11/02/2020
8516601000,"Ovens; cookers, cooking plates, boiling rings, grillers and roasters: Presented CKD",U,20,7.5,,,01/04/2022
8516609000,"Ovens; cookers, cooking plates, boiling rings, grillers and roasters:fully built",U,20,7.5,,,11/02/2020
8516710000,Coffee or tea makers,U,20,7.5,,,11/02/2020
8516720000,Toasters,U,20,7.5,,,11/02/2020
8516791000,Electric Kettle,U,20,7.5,,,11/02/2020
8516792000,"Electric Perfume or incense heaters, and heaters for diffusing insecticides",U,20,7.5,,,11/02/2020
8516799000,Other electrothermic appliances not specified in this heading.,U,20,7.5,,,11/02/2020
8516800000,Electric heating resistors,U,20,7.5,,,11/02/2020
8516900000,Parts of article of 85.16,KG,10,7.5,,,14/04/2020
8517110000,Line telephone sets with cordless handsets,U,10,7.5,,,11/02/2020
8517130000,-- Smartphones,U,10,7.5,5,,21/06/2023
8517140000,-- Other telephones for cellular networks or for other wireless networks,U,10,7.5,,,07/01/2022
8517180000,Other telephone sets not specified.,U,10,7.5,,,11/02/2020
8517610000,Base stations,U,10,7.5,,,11/02/2020
8517620000,"Machines for reception, conversion and transmission ... of voice, images or data.",U,10,,,,08/06/2015
8517690000,Other apparatus of subheading 8517.60 not specified,U,10,,,,08/06/2015
8517710000,-- Aerials and aerial reflectors of all kinds; parts suitable for use therewith,KG,5,,,,07/01/2022
8517790000,-- Other,KG,5,,,,07/01/2022
8518100000,Microphones and stands therefor,U,20,7.5,,,11/02/2020
8518210000,"Single loudspeakers, mounted in their enclosures",U,20,7.5,,,11/02/2020
8518220000,"Multiple loudspeakers, mounted in the same enclosure",U,20,7.5,,,11/02/2020
8518290000,Other types of loudspeakers not specified in 85.18,U,20,7.5,,,11/02/2020
8518300000,"Headphone and earphone, and sets consisting of a microphone and one or more loudspeakers",U,20,7.5,,,11/02/2020
8518400000,Audio frequency electric amplifiers,U,20,7.5,,,11/02/2020
8518500000,Electric sound amplifier sets,U,20,7.5,,,11/02/2020
8518900000,Parts of aticle of heading 85.18,KG,20,7.5,,,14/04/2020
8519200000,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",U,20,7.5,,,11/02/2020
8519300000,Turntables (record-decks),U,20,7.5,,,11/02/2020
8519811000,Portable multimedia player,U,20,7.5,5,,21/06/2023
8519819000,ther Sound recording or reproducing apparatus not specified in this heading.,U,20,7.5,5,,21/06/2023
8519890000,Other Sound recording or reproducing apparatus not specified.,U,20,7.5,5,,21/06/2023
8521100000,Magnetic tape-type Video recording or reproducing apparatus,U,20,7.5,,,11/02/2020
8521901000,DVD player/recorder,U,20,7.5,5,,21/06/2023
8521909000,Other Video recording or reproducing apparatus not specified,U,20,7.5,,,11/02/2020
8522100000,Pick-up cartridges,KG,20,7.5,,,14/04/2020
8522900000,Parts and accessories for use with apparatus of 85.19 or 85.21. excl. Pickup cartridges,KG,10,7.5,,,14/04/2020
8523211000,Recorded Cards incorporating a magnetic stripe,U,20,7.5,35,,11/02/2020
8523219000,Unrecorded Cards incorporating a magnetic stripe,U,20,7.5,,,11/02/2020
8523291000,Other Magnetic media of a width not exceeding 4mm,U,10,7.5,,,11/02/2020
8523299000,Other Magnetic media not specified in this heading.,U,20,7.5,,,11/02/2020
8523410000,Unrecorded Optical media,U,20,7.5,,,11/02/2020
8523490000,Recorded Optical media,U,20,7.5,5,,21/06/2023
8523510000,Solidstate nonvolatile storage devices,U,20,7.5,5,,21/06/2023
8523520000,"""Smart cards""",U,20,7.5,35,,11/02/2020
8523590000,"Other, Semiconductor media not specified.",U,20,7.5,,,11/02/2020
8523800000,Other items of 85.23 not specified,U,20,,5,,21/06/2023
8524110000,-- Of liquid crystals,U,10,7.5,,,07/01/2022
8524120000,-- Of organic light-emitting diodes (OLED),U,10,7.5,,,07/01/2022
8524190000,-- Other,U,10,7.5,,,07/01/2022
8524910000,-- Of liquid crystals,U,10,7.5,,,05/01/2022
8524920000,-- Of organic light-emitting diodes (OLED),U,10,7.5,,,07/01/2022
8524990000,-- Other,U,10,7.5,,,05/01/2022
8525500000,Transmission apparatus,U,5,,,,08/06/2015
8525600000,Transmission apparatus incorporating reception apparatus,U,5,,5,,21/06/2023
8525810000,-- High-speed goods as specified in Subheading Note 1 to this Chapter,U,5,7.5,,,07/01/2022
8525820000,"-- Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Note",U,5,7.5,,,07/01/2022
8525830000,"-- Other, night vision goods as specified in Subheading Note 3 to this Chapter",U,5,7.5,,,07/01/2022
8525890000,-- Other,U,5,7.5,,,07/01/2022
8526100000,Radar apparatus,U,5,7.5,,,11/02/2020
8526910000,Radio navigational aid apparatus,U,5,7.5,,,11/02/2020
8526920000,Radio remote control apparatus,U,5,7.5,,,11/02/2020
8527120000,Pocketsize radio cassetteplayers,U,20,7.5,5,,21/06/2023
8527130000,Other apparatus combined with sound recording or reproducing apparatus,U,20,7.5,5,,21/06/2023
8527191000,Radiobroadcast receivers capable of operating without an external source of power; CKD,U,5,7.5,,,11/02/2020
8527192000,Radio receiving sets,U,20,7.5,5,,21/06/2023
8527199000,"Other Radiobroadcast/receivers, operating without an external source of power not spec.",U,20,7.5,5,,21/06/2023
8527210000,"Radiobroadcast receiver, used in motor vehicle, Combined sound record./reprod. apparatus",U,20,7.5,,,11/02/2020
8527290000,"Radiobroadcast receiver, used in motor vehicle,Not Combined",U,20,7.5,,,11/02/2020
8527910000,"Radiobroadcast receivers NS#,Combined recording/reproducing",U,20,7.5,5,,21/06/2023
8527920000,"Radiobroadcast receivers NS#, not Combined",U,20,7.5,,,11/02/2020
8527990000,Other radiobroadcast receivers not specified.,U,20,7.5,,,11/02/2020
8528420000,-- Capable of directly connecting to and designed for use with ADP machines of   ,U,5,7.5,,,21/01/2023
8528490000,CRT monitor : not used in an automatic data processing system of 84.71 not specified,U,20,7.5,5,,21/06/2023
8528520000,Capable of directly connecting to and designed for use with ADP machine of heading 8471,U,5,7.5,,,13/04/2020
8528590000,CRT monitor not Specified : not used in an automatic data processing system of 84.71,U,20,7.5,,,11/02/2020
8528620000,Capable of directly connecting to and designed for use with an ADP machine of 84.71,U,5,7.5,,,13/04/2020
8528690000,Projectors of a kind not used in an automatic data processing system of heading 84.71,U,20,7.5,,,11/02/2020
8528711000,"Reception apparatus for television, with no video display/screen, Presented CKD",U,5,7.5,,,11/02/2020
8528719000,"Reception apparatus for television, with no video display/screen, Presented fully built",U,20,7.5,15,,08/12/2021
8528721000,"Reception apparatus for television, coloured, Presented CKD",U,5,7.5,,,11/02/2020
8528729000,"Reception apparatus for television, coloured, Presented fully buit",U,20,7.5,5,,21/06/2023
8528731000,"Reception apparatus for television, monochrome:, Presented CKD",U,5,7.5,,,11/02/2020
8528739000,"Reception apparatus for television, monochrome:, Presented FBU",U,20,7.5,15,,08/12/2021
8529100000,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,KG,20,7.5,,,14/04/2020
8529900000,Other Parts suitable for use with the apparatus of headings 85.25 to 85.28 not specified,KG,10,7.5,,,14/04/2020
8530100000,Electrical signalling equipment for railways or tramways,U,5,7.5,,,11/02/2020
8530800000,"Electrical signalling equipment for roads, inland waterways... or airfields excl. 86.08",U,5,7.5,,,11/02/2020
8530900000,Parts of article of heading 85.30,KG,5,7.5,,,14/04/2020
8531100000,Burglar or fire alarms and similar apparatus,U,5,7.5,,,11/02/2020
8531200000,Indicator panels incorporating LCD or LED,U,10,7.5,,,11/02/2020
8531800000,Other Electric sound or visual signalling apparatus NS# excl.  85.12 or 85.30,U,10,7.5,,,11/02/2020
8531900000,Parts of article of heading 85.31,KG,5,7.5,,,14/04/2020
8532100000,"Fixed capacitors used in 50/60 Hz circuits,having power handling capacity => 0.5 kvar",KG,5,7.5,,,14/04/2020
8532210000,Other fixed capacitors made of Tantalum,KG,5,7.5,,,14/04/2020
8532220000,Other fixed capacitors made of Aluminium electrolytic,KG,5,7.5,,,14/04/2020
8532230000,"Other fixed capacitors made of Ceramic dielectric, single layer",KG,5,7.5,,,14/04/2020
8532240000,"Other fixed capacitors made of Ceramic dielectric, multilayer",KG,5,7.5,,,14/04/2020
8532250000,Other fixed capacitors made of Dielectric of paper or plastics,KG,5,7.5,,,14/04/2020
8532290000,Other fixed capacitors made of material not specified,KG,5,7.5,,,14/04/2020
8532300000,Variable or adjustable (preset) capacitors,KG,5,7.5,,,14/04/2020
8532900000,Parts of article of heading 8532,KG,5,7.5,,,14/04/2020
8533100000,"Fixed carbon resistors, composition or film types",KG,5,7.5,,,14/04/2020
8533210000,Other fixed resistors for a power handling capacity not exceeding 20 W,KG,5,7.5,,,14/04/2020
8533290000,Other fixed resistors for a power handling capacity exceeding 20 W,KG,5,7.5,,,14/04/2020
8533310000,Wirewound variable resistors for a power handling capacity not exceeding 20 W,KG,5,7.5,,,14/04/2020
8533390000,Wirewound variable resistors for a power handling capacity exceeding 20 W,KG,5,7.5,,,14/04/2020
8533400000,"Other variable resistors, including rheostats and potentiometers",KG,5,7.5,,,14/04/2020
8533900000,Parts of article ofheading 85.33,KG,5,7.5,,,14/04/2020
8534000000,Printed circuits.,KG,5,7.5,,,14/04/2020
8535100000,Fuses,KG,10,,,,14/04/2020
8535210000,Automatic circuit breakers for a voltage of less than 72.5 kV,KG,10,,,,14/04/2020
8535290000,Automatic circuit breakers for a voltage of more than 72.5 kV,KG,10,,,,14/04/2020
8535300000,Isolating switches and make-and-break switches,KG,10,,,,14/04/2020
8535400000,"Lightning arresters, voltage limiters and surge suppressors",KG,10,,,,14/04/2020
8535900000,"Other elect. apparatus for switching, protecting circuits, connections... not specified",KG,10,,0,,14/04/2020
8536100000,Fuses,KG,20,7.5,,,01/04/2022
8536200000,Automatic circuit breakers,KG,20,7.5,,,01/04/2022
